polarity,phrase,rating
pos,multiple language,10
neg,row row layout bit,7
neg,strange sight,7
neg,luggage stair,7
neg,narrow corridor challenge double bed,7
neg,twin bed mattress,7
neg,separate blanket,7
neg,breakfast ok,7
pos,nice clean bit,7
pos,temperature bathroom,7
pos,clean shower,7
pos,warm minute,7
neg,kettle coffee bottle water room,8
pos,extra comfy breakfast gluten,8
pos,free bread option bonus,8
pos,coffee good,8
pos,family suite,9
pos,design comfort style sober,9
pos,clean warm cozy,9
pos,nice picture view market square,9
pos,beautiful good breakfast,9
pos,great croissant,9
pos,owner,9
pos,staff kind helpful,9
pos,outstanding value star place,9
pos,owner helpful breakfast,7
pos,comfortable spacious apartment local supermarket m plenty,10
pos,great location visit site,10
neg,complementary rate,7
neg,regular customer,7
neg,thon,7
neg,kettle room,7
pos,mall walk distance hotel addition breakfast,7
pos,excellent room,7
pos,spacious flexibility,7
pos,check hour,7
neg,nice round,10
pos,hotel situate,9
pos,close city centre staff polite helpful room,9
pos,comfortable cozy,9
neg,cool room mattress way,8
neg,soft standard hotel,8
neg,kind wardrobe,8
pos,excellent staff good breakfast,8
pos,fantastic location,8
pos,weekly market breakfast good,8
pos,nice selection cereal meat cheese tea coffee,8
pos,facility room kettle coffee,8
pos,available foyer microwave vend machine,8
pos,nice room,8
pos,good place,9
pos,morning breakfast,9
neg,book pay arrival,7
neg,charge night deposit,7
pos,navigate good atmosphere good staff,7
pos,nice hotel situate,7
pos,great area centre,7
pos,enjoyable hotel,7
neg,low unsafe,3
pos,breakfast,3
neg,room bathroom bit,8
pos,nice helpful,8
neg,fridge room,9
neg,glass ice ice,9
neg,breakfast area,8
neg,kettle room tea coffee,8
pos,great location,8
pos,friendly staff,8
pos,nice clean good size room,8
pos,awesome location good hostess awesome,10
pos,apartment situate,10
pos,nice location,10
pos,close shop restaurant mile,10
pos,ypres,10
pos,door owner meet handover hand key double bed comfy sofa bed ok kitchenette,10
pos,bathroom good shower place,10
pos,ac,10
pos,day disgrace alternate,4
pos,hotel look,4
pos,excellent location,10
pos,quiet street,10
pos,great host brand,10
pos,new high quality appartement,10
neg,din t,7
neg,stule hotel,7
pos,location,7
neg,late night party noise,10
pos,spacious apartment kitchen location,10
pos,perfect walk distance,10
pos,metro train site,10
pos,friendly staff good breakfast,9
pos,fast check good,9
pos,location,9
pos,city center,9
pos,public transport,9
neg,uncomfortable list staff unhelpful,3
neg,disinterested awful unsafe atmosphere,3
neg,particular simple room,8
neg,unusual setup,8
neg,pretty good value money,8
pos,friendly staff,8
pos,nice location,8
pos,perfect location walk distance,10
pos,outstanding public transportation connection,10
pos,comfortable clean room,10
neg,room bit,9
neg,small hot market,9
neg,morning noisy,9
pos,friendly location,9
pos,central hotel,9
pos,clean good value money,9
pos,free street,9
pos,nearby regular coastal tram service minute walk,9
neg,email host,7
neg,night time,7
neg,france,7
neg,towel ah minimum,7
neg,sheet towel,7
neg,small bath towel yes towel day stay,7
neg,acceptable kitchen,7
neg,modern drop water fridge condiment w b line fumble greasy till,7
neg,pence pence,7
neg,mind visit,7
pos,quiet area street redevelop,7
pos,nice finish apartment,7
pos,new air condition,7
pos,nice breakfast staff,10
pos,wonderful,10
pos,room balloon heart,10
pos,gift view steeple square,10
pos,lovely extra attention,10
pos,ghent,10
pos,ibis,10
pos,clean comfortable apartment,9
pos,quiet sure book year,9
pos,clean comfy,8
pos,pm check,8
pos,sundays,8
pos,supermarket shop restaurant etc apartment,8
neg,shower,9
pos,perfect location,9
pos,center walk,9
pos,lovely antique furniture,9
pos,twist deco dog,9
pos,super chambre proche du centre,9
pos,terrasse,9
pos,jardin privatif,9
neg,room size,7
neg,small price,7
pos,location,7
pos,property facility,7
neg,small room date,5
neg,great location sight,5
neg,railings,8
neg,stair room stair,8
neg,slippery wet,8
pos,ti city,8
pos,friendly staff,8
pos,great hotel,9
neg,road hotel,7
neg,parkingplace roadblock village information,7
pos,de panne,7
pos,marketplace minute walk,7
pos,boulevard,7
pos,lot shop restaurant neigbourhood,7
pos,minute drive,7
pos,ferry,7
pos,danku,10
pos,mieke,10
neg,lovely clean accommodation dry helpful,10
neg,hotel restaurant,6
neg,expensive open day vegetarian,6
neg,friendly water coffee room,6
neg,nice need kettle baby sterelise bottle,6
neg,cold water run,6
neg,cold tap age,6
neg,warm boil,6
neg,hot water,6
neg,brush tooth,6
pos,beautiful location,6
pos,beautiful old building surround nature,6
neg,pretty threadbare,10
neg,washcloth shower,10
pos,staff helpful,10
pos,direction room,10
pos,great view cathedral square tidy,10
neg,fine day stay,8
neg,clothe place cupboard,8
pos,book breakfast expensiv m hotel breakfast choice place,8
pos,hotel price,8
pos,perfect location,9
pos,super easy flexible check check,9
neg,shower bath shower head roof,8
neg,low stand need bath shower,8
pos,durbuy,8
pos,quiet neighbourhood,8
pos,comfortable room terrace,8
neg,short length people,9
pos,review room,9
pos,perfect bathroom,9
pos,perfect clean modern requirement,9
pos,available room,9
pos,angélique,9
pos,great accessible host price quality,9
pos,good region,9
pos,perfect simple adequate day stay,9
pos,unnecessary pillow,9
pos,check time issue point request,9
pos,wrong room issue apologize hand,9
pos,husband humble,9
pos,type customer service hotel travel lot,9
pos,excellent value money,9
pos,breakfast,9
pos,friendly staff good bed,8
pos,great breakfast buffet,8
pos,location,10
pos,perfect central hotel staff,10
pos,great great value money defiantley return,10
neg,small good value,9
pos,attentive owner good breakfast,9
pos,excellent location,8
pos,lovely owner,8
neg,staff receptionist competent,7
neg,care client,7
neg,flexible guess minus,7
neg,big hotel,7
pos,nice old castle,7
pos,charming area,7
pos,beautiful peaceful,7
pos,pascal,9
pos,great person helpful location view house,9
pos,beautiful place,9
pos,clean experience stay,9
pos,pascal,9
pos,basic amenity dinner,9
pos,property host,9
neg,facility timeworn sofa,7
neg,necessary accessory,7
neg,slipper cotter,7
pos,close local office night location,7
pos,easy sleep,7
pos,nice place,9
neg,tv channel news movie,9
neg,available mattress pillow,9
neg,great comfy bed,9
neg,sound single,9
pos,fabulous location owner cleanliness,9
pos,position breakfast,10
pos,location,9
pos,clean apartment,10
pos,central location,10
neg,small thing,10
neg,door master bedroom parent privacy,10
neg,kid bedroom door,10
neg,garden property,10
neg,amazing garden,10
neg,great view,10
neg,umbrela shade,10
pos,great location couple minute walk durbuy center kitchen,10
pos,cook stay overall,10
pos,great experience,10
neg,repurpose garage kind,7
neg,small uncomfortable space stuff,7
pos,host kind helpful,7
pos,excellent advice room bathroom look,7
pos,modern new need,7
pos,apparent care effort place,7
pos,decoration service,7
pos,minibar tea coffee,7
pos,location,8
pos,public garage hotel,8
pos,amazing egg bacon croissant fruit,9
pos,standard item,9
neg,anniversary trip girlfriend,7
neg,regretable matresse drift,7
pos,short time,7
pos,quality service,7
pos,kind high service furthermore service,7
pos,quality direction tip helpfull,7
neg,tram line rumble middle night,9
neg,open window air,9
neg,con work,9
pos,location,9
pos,staff comfort bed,9
pos,handy location,9
pos,market square,9
neg,steep stair,8
neg,difficult manoeuvre,8
neg,physical disability,8
pos,lovely breakfast,8
pos,comfortable bed,8
pos,share bathroom guest,8
pos,mieke,8
pos,lovely lady,8
pos,bike tour,8
pos,nice room balcony,9
pos,lovely view evening meal,9
pos,quality starter,9
pos,main dessert good choice wine good breakfast,9
pos,plenty,9
neg,difficult stair kid luggage pet etc problem,9
pos,friendly kind accommodate,9
pos,basic equipment need,9
pos,comfortable kid,9
pos,seperate,9
pos,clean little park,9
pos,close walk kid dog,9
neg,wifi,7
neg,work time room room,7
pos,excellent facility,7
pos,comfortable room,7
pos,excellent breakfast staff,7
pos,excellent location,8
pos,friendly host,8
pos,excellent center gent,10
pos,close sight,10
pos,philippe,10
pos,helpful meet key show work etc,10
pos,de,8
pos,ligge een,8
pos,absolute topper,8
neg,book email,7
neg,extra upgrade room,7
pos,distance city center breakfast place corner awesome,7
neg,need good facelift room tatty hotel tatty,5
pos,central location,5
neg,complaint room bit,9
neg,hard access courtyard stair rooftop,9
pos,beautiful period townhouse,9
pos,lovely courtyard,9
pos,excellent location,9
pos,quiet neighbourhood,9
pos,excellent breakfast,9
pos,charming host,9
neg,routine dry contact lens bed linen,9
pos,clean stylish hotel design suite,9
pos,excellent location value,9
neg,tiny large size issue,7
pos,location,7
pos,fantastic bed,7
pos,comfortable nice breakfast,7
pos,room expectation view,9
pos,excellent green overall stay,9
neg,owner claim,1
neg,thing lot noise,1
neg,trip owner claim damage thing house,1
neg,hope book apartment man okay,1
neg,claim money customer,1
neg,loyal client,1
neg,problem claim ruin trip book,1
neg,booking,1
neg,delete apartment website pay attention owner,1
neg,active website,1
neg,cigarette smoke corridor,7
pos,location,7
neg,curtain daylight mornig,8
pos,apartment design,8
pos,confortable bed,8
pos,beautiful loft need coffe pod croissant,8
pos,day breakfast,8
pos,impress room bathroom breakfast talk owner good place,10
pos,booking,10
neg,breakfast pricey,9
pos,location cleanliness,9
neg,socket kitchen area manage cook breakfast,9
pos,phillipe,9
pos,luggage checkout day,9
pos,big bonus,9
pos,day evening flight,9
pos,great location,7
neg,family room sofa bed ok,4
neg,young kid,4
neg,narrow thin matress toilet equip wc,4
neg,impossible use,4
neg,long time,4
neg,egg breakfast coffee machine order lumpy waffle,4
neg,tiny bathroom,5
neg,poor ventilation,5
neg,interiors,5
neg,need overhaul,5
neg,basic lick paint job,5
pos,great position,5
pos,comfortable bed,5
neg,constructive detail,7
neg,lack o maintenance bedroom curtain,7
neg,small window,7
pos,good breakfast good location,7
neg,small week holiday,9
pos,breakfast plentiful,9
pos,friendly staff shower,9
neg,kettle water,7
pos,chateau,7
pos,nice staff,7
pos,sharp price,8
pos,excelent,10
pos,place rest,10
pos,nice view excelent breakfast,10
pos,location hotel,10
pos,large party guest room,10
pos,quiet request reception,10
pos,staff pleasant helpful breakfast good,10
pos,rest day,10
neg,staff,9
pos,superb location,9
pos,superb,9
pos,delightful staff,9
pos,comfortable room,9
pos,super big comfortable bed,9
pos,free pool table,9
neg,toilet bathroom,10
pos,central location cleanliness,10
pos,friendly host,10
pos,location minute walk centre,9
pos,durbuy,9
pos,relax terrace,9
pos,lovely peaceful,9
neg,tiny price,5
neg,hard navigate table,5
neg,close bed way,5
neg,tea,5
neg,machine work,5
neg,wifi,5
neg,slow price charge,5
pos,clean room hallway reception,5
neg,menin,4
neg,dog stay hotel son family,4
neg,pet room,4
neg,family occupation,4
neg,bunk bed squash,4
neg,dark dingy room view partition wall,4
neg,window bathroom horrible door,4
neg,lock vandalise,4
neg,damage room son family breakfast morning charge charge child fair glimpse,4
neg,room hotel overlook,4
neg,grote market,4
neg,square lot,4
pos,menin,4
pos,gate visit,4
pos,lay wreath grandfather,4
pos,passchendaele breakfast,4
neg,stair lead budget room wss,8
neg,uncomfortable hight,8
neg,umanageable cement step,8
neg,long line check,9
pos,clean great value money,9
neg,toilet door slide,9
neg,people room toilet,9
pos,friendly staff option breakfast good,9
pos,great location,9
neg,shower,9
neg,horrible pool table,9
neg,poor condition,9
pos,gorgeous setting,9
pos,nice walk property kid grandma stay treehouse,9
pos,great location day trip,9
pos,nice facility breakfast buffet spot,9
neg,impermeable sheet,8
neg,normal sheet bed breathe sweatene night,8
neg,dark light curtain,8
pos,good place price,8
pos,peaceful neighborhood,8
pos,scenic view host,8
pos,friendly gentle breakfast,8
pos,fresh organic delicious,8
pos,good value money,8
neg,car park hotel suppose,10
neg,close hotel min,10
pos,cşean room comfy bed,10
pos,perfect location,10
neg,floor chinese restaurant ground level,7
neg,food restaurant room notice,7
neg,true room,7
neg,close window,7
neg,open shame hotel,7
neg,room floor visit,7
pos,room good size bed comfy breakfast,7
pos,excellent location hotel town centre,7
neg,loud bedroom,9
pos,apartment city centre,9
pos,clean show picture,9
neg,dangerous bathroom terribe bedroom ok cheer,7
neg,seamus,7
pos,situation,7
pos,beautiful town,7
pos,durbuy,7
pos,france germany luxembourg netherlands,7
pos,beautiful scenery area,7
neg,noise bed,6
pos,excellent location,10
pos,room comfy,10
pos,nice staff,10
pos,great position,10
pos,brussels,10
pos,day ll stay,10
neg,kettle room,7
neg,facility bedroom,6
pos,excellent breakfast,6
neg,shower curtain,6
neg,splash bathroom,6
neg,floor wet,6
neg,multiple use towel bathroom,6
neg,instruction hotel management care environment toilet seat water flow,6
neg,bad lot wastage water,6
pos,nice cosy,6
pos,room room,6
pos,big overall,6
pos,nice hotel price,6
pos,bed breakfast,10
pos,friendly host good breakfast good value money,10
pos,location quality room,10
neg,big car tricky,9
pos,great service,9
pos,friendly staff location,9
pos,great city,9
pos,quiet night room,9
neg,thing noise b,8
neg,apartment wall good isolation talk apartment host supportive,8
pos,location,8
pos,perfect centre street,8
pos,grand place time,8
pos,metro tram,8
pos,de brouckere lift,8
pos,apartment floor,8
neg,bedroom room door shower head baht tub shower stand,5
neg,expensive option breakfast,6
pos,location,10
neg,lot noise road siren night lot traffic noise,9
pos,great place stay,9
pos,comfortable clean good location,9
pos,great staff,9
pos,great location,9
pos,short walk beach shop restaurant etc,9
pos,friendly staff,9
pos,fantastic breakfast,9
pos,great value money,9
neg,close look food area list,8
neg,nearby restaurant,8
neg,personel room spacy room picture,8
neg,expensive breakfast,8
pos,view window,8
pos,travel time location,8
neg,hotel soul,7
neg,public space,7
neg,basic hotel staff,7
neg,force smile,7
pos,room renovate,7
pos,pretty good bed comfy,7
pos,breakfast,7
pos,good choice,7
neg,minor inconvenience,10
pos,great value location,10
pos,fantastic walkable place,10
pos,comfortable cozy bed,10
pos,great water pressure shower staff,10
neg,party crowd week night sleep,7
pos,location good,8
pos,brussels,8
neg,power plug,10
pos,great location,10
pos,metro,10
pos,coffee,10
pos,machine room,10
pos,wi,10
neg,hotel room,5
neg,basic guy share room bit,5
neg,small ensuite,5
neg,room bed price,5
neg,expensive amenity,5
neg,position premier location,5
neg,ypres,5
neg,old character,5
neg,interior good update,5
pos,ideal situation square,5
pos,cloth,5
pos,flanders,5
pos,fields museum,5
pos,short walk,5
pos,menen,5
pos,good selection,5
pos,restaurant coffee,5
pos,souvenir shop,5
pos,ideal base couple day tour battle field site area town,5
pos,ypres,5
pos,good vibe,5
neg,hallway chemical,7
neg,clean product,7
neg,pretty strong room,7
pos,heavy work day,7
pos,great night sleep bed,7
pos,super comfy staff,7
pos,super friendly honesty,7
pos,hallway snack drink breakfast good,7
neg,hot stuffy force sleep window,7
neg,open turn,7
pos,nice compact frill room,7
pos,essential facility,7
pos,room breakfast location trouble owner staff helpful,10
pos,great room overlook market square,10
neg,interior large bedroom good cosy,8
neg,light bit,8
neg,bright taste,8
pos,bedroom hotel,8
pos,small hill,8
pos,lovely view park hotel surround wood,8
pos,lounge cosy,8
pos,nice drink good breakfast,8
pos,ample choice,8
pos,hot water shower good,6
pos,central location,10
pos,great room plentiful breakfast buffet,10
neg,hotel interest,9
neg,card candy fruit bed,9
neg,separate towel play corner reception area,9
pos,friendly staff hart city,9
pos,super breakfast,9
pos,clean room,9
neg,toilet room,8
neg,tight toilet paper hanger bathtub drain water,8
neg,pipe suppose,8
neg,machine block pack napkin,8
pos,spacious people,8
pos,ideal location city center shop restaurant market,8
pos,distance need car,8
pos,breakfast,10
neg,cold bed damp,5
pos,ideal location,7
pos,ghent,7
pos,comfortable breakfast good,7
pos,check time staff,9
pos,excellent market,10
neg,breakfast average choice buffet ok,9
neg,fact bake egg,9
neg,plate buffet price breakfast,9
pos,beautiful location,9
pos,beautiful cosy,9
pos,friendly staff,9
neg,basic location good hotel reserve euro security deposit,6
neg,room time hotel,6
neg,big security deposit return week departure,6
neg,breakfast,6
neg,average cost euro overall hotel star,6
pos,staff,6
neg,kamer te klein,6
pos,goege ligge centrum stad,6
pos,breakfast polite staff,8
pos,cooking,9
neg,dark hallway,6
neg,euro,6
neg,breakfast person,6
neg,tiny small elevator dinner restaurant hotel facility sauna work room key,6
pos,location wifi good,6
pos,great location helpful staff,10
pos,clean,10
neg,car park nightmare,7
neg,space road,7
neg,room alittle,8
pos,central minute walk,8
pos,central station,8
pos,grand place,8
pos,pleasant owner staff ok breakfast,6
neg,service reception difficulty double,6
neg,check night double charge,6
neg,king size bed,7
pos,restaurant staff,7
pos,jamal,7
neg,cost eu,10
neg,close hotel exhaust pipe outlet hotel hotel lot,9
neg,open window,9
neg,morning room,9
pos,nice atmosphere,9
pos,nice,9
pos,staff good service,9
pos,excellent location heart,10
pos,brussels,10
pos,philippe,10
pos,great helpful apartment,10
neg,bit high price breakfast,10
pos,clean staff kind supportive,10
pos,perfect location city center metero station,10
neg,weekend park car distance hotel,9
neg,load unload car problem,9
pos,location,9
pos,great right middle breakfast buffet good,9
pos,wonderful selection food,9
neg,ground floor room bit noisy occasion,7
pos,distance tourist attraction staff,7
pos,location,9
pos,minute walk,9
pos,gare,9
pos,station room,9
pos,scent liquid,9
pos,brussels,9
neg,breakfast average,5
pos,expectation value money experience,5
neg,door road chateau horrible drive,8
neg,minibar refrigerator,8
pos,classic style,8
neg,ibis,5
neg,old need renovate,5
pos,excellent bed,5
neg,word disturb sleep,7
neg,step aile,7
pos,location,7
pos,interior design look fancy,7
neg,garage,9
neg,yard walk property,9
pos,great entrance middle mall,9
neg,sauna,6
pos,friendly staff,6
pos,great great value money,9
pos,good location,10
pos,fast friendly service,10
pos,nice staff,10
pos,clean room,10
pos,morning market,10
neg,mislead picture site room pay,6
neg,superior room check,6
neg,different picture,6
neg,crazy vague explanation staff picture presentation good room room picture reserve,6
neg,good room,6
neg,different picture shame,6
pos,location perfection,6
neg,windows,8
neg,air room,8
pos,proximity highway good restaurant,8
neg,old room,6
neg,new picture show,6
neg,new room,6
neg,comfortable reconstruction room,6
neg,poor night sleep book hotel notice,6
neg,breakfast,6
pos,new room,6
pos,location,6
neg,small suite,9
neg,wardrobe,9
neg,conventional expensive time,9
neg,rest,9
pos,tv entertainment setup,9
pos,hdmi,9
pos,port etc,9
pos,small room,9
pos,breakfast,9
pos,expensive bed,9
pos,fridge,9
pos,ambience lounge reception,9
neg,dislike lil bit hassle,10
neg,time bco squeeze bco sensor door,10
neg,touch sensor,10
neg,knob restart,10
pos,apartment facility location,10
pos,smack middle city ctr walk distance,10
pos,lil bit noisy frm pub,10
pos,late night bt,10
pos,fine kitchen utensil,10
pos,sufficient bt chance use delicious food,10
pos,halal,10
pos,indian restaurant,10
pos,briyani,10
pos,waffles,10
pos,waffle chocolate chocolate place,10
pos,belgium,10
pos,brussels,10
neg,small room,5
neg,breakfast,5
neg,good thing hotel viriatie nut raison,5
neg,orange juice problem fruit fly buffet area food,5
neg,unhygienic hotel,5
neg,room size lack,5
neg,light mirror room stay night,5
neg,cheap room,5
neg,big light,5
neg,money thon hotel,5
pos,perfect solo traveller bed,9
pos,tea coffee,9
pos,facility room,9
pos,bonus breakfast,9
pos,downstairs good lot variety,9
neg,tourist tax exclude hotel fee work,7
neg,euro,7
neg,unexpected charge,7
neg,hide fee hotel fee total fee default night stay,7
pos,ac,7
pos,garden table chair work,7
pos,room day,7
pos,hot site,7
pos,brilliant hotel,10
pos,great location cathedral,10
pos,lucky room balcony overlook city centre room,10
pos,spacious bed,10
pos,staff,10
pos,friendly knowledgeable advise visit,10
pos,fantastic location helpful staff,10
neg,book twin room arrival,8
neg,twin room bed sheet place,8
neg,comfy point male colleague travel,8
neg,expensive breakfast room,8
pos,explore lot hotel,8
pos,nice location,8
pos,old building view,8
pos,garden lot,8
neg,wifi work,7
neg,wall outlet charge phone need charge desk,7
pos,friendly helpful staff,10
pos,area evening,10
pos,fantastic location,10
pos,cathedral stay,10
neg,decor date net curtain,7
neg,clean greyish colour,7
neg,staff,7
neg,friendly office,7
pos,nice breakfast pleasant,7
pos,area downstairs,7
neg,extra late check,10
neg,clear book site,10
pos,location,10
pos,clean work apartment,10
neg,safe room work,7
pos,location,7
pos,excellent min walk,7
pos,ghent,7
neg,wifi,10
neg,pleasant stay,10
pos,great location plenty shop cafe,10
pos,short walk,10
pos,nice friendly staff good selection drink,10
pos,enjoyable continental style breakfast good choice,10
neg,slight walk,9
neg,nice clear chateau ground effort,9
neg,narrow stair lead room,9
neg,small building point,9
neg,small inconvenience,9
pos,amazing view,9
pos,lounge area,9
pos,casual,9
pos,private luxurious staff lobby,9
pos,efficient cheerful room,9
pos,expectation rate stay,9
pos,october,9
pos,irresistable brainer decision,9
neg,facility,6
neg,old travel lot stay,6
neg,different hotel,6
neg,wan na,6
neg,hotel price,6
neg,close construction,6
pos,price night single room rate,6
pos,cheap bath room,6
pos,complaint stay,7
pos,loud area night,7
pos,loud floor place,7
pos,entertainment venue apartment neat,10
pos,friendly host,10
neg,clean soap,4
neg,similar hotel corridor hotel scaffold bathroom furniture equipment,4
pos,complimentary water tee coffee staff polite,4
neg,space walk room bedside table,5
neg,en,5
neg,suite pokey date wall,5
neg,white paint grubby,5
neg,central location bit noisy night,5
neg,middle town,5
neg,expensive motorcycle,5
pos,location,5
pos,perfect right square minute walk,5
pos,menin,5
pos,breakfast,5
pos,excellent restaurant breakfast,5
pos,clean modern communal area hotel,5
pos,hotel ok,7
pos,nearby center,7
neg,convenient bead,9
neg,nice room,9
pos,cosy hotel,9
pos,perfect setting,9
pos,nice breakfast,9
pos,friendly personnel,9
neg,low m bend walk inthe room,7
neg,family room value money,7
pos,nice breakfast homemade jam local product,7
pos,big domain lot,7
pos,free game mini golf,7
pos,snooker tennis fire comfy sofa guest area,7
pos,unique historical castle,7
neg,staff policy,7
pos,business area,7
pos,safe room,7
pos,ghent,10
pos,immaculate,10
pos,great air,10
pos,fresh squeeze,10
pos,orange juice,10
neg,room dusty building lobby look,7
neg,great room conform,7
neg,standard star hotel,7
pos,beautiful lobby,7
pos,great atmosphere room renewal rebrande mercure,7
neg,problem în bathroom room,8
neg,ventilation problem mold,8
neg,long time,8
neg,ventilation solution,8
pos,clean good facility apartment good placement holiday,8
pos,brussels,8
pos,excellent vacation,8
neg,heavy construction,5
neg,work weekend,5
neg,appropriate staff,5
neg,price pay stay,5
neg,check pm,9
pos,fantastic location,9
pos,reasonable price,9
pos,staff,8
neg,breakfast bit pricey room,10
pos,welcoming,10
pos,helpful staff,10
pos,quick check check,10
pos,nice breakfast,10
pos,comfortable bed,10
pos,clean location,10
pos,perfect city centre,10
pos,lovely place,10
pos,clean ample room,10
pos,perfect location,10
pos,nice staff,10
pos,willing help,10
neg,small room noise castle door time,7
pos,nice building,7
pos,nice location,7
neg,air condition room work,7
neg,fresh air room,7
neg,warm sunny morning,7
neg,fresh hotel,7
pos,nice service night male pleasent helpfull,7
neg,st baafs,10
neg,short walk part interest,10
pos,efficient helpful staff,10
pos,clean hotel good breakfast,10
neg,poor wifi key card work,7
neg,open room,7
neg,space hotel look,7
neg,bad great view,7
pos,great location,7
pos,confortable bed good breakfast,7
pos,facility reastaurant area billiard reception,7
neg,place gem,10
pos,central quality apartment,10
pos,outstanding entire experience trouble,10
pos,friendly people recepción brussels hotel,10
pos,ideal place stay,10
pos,ypres,10
pos,breakfast,10
neg,basic bit,6
neg,good value money,10
neg,great location,10
pos,friendly staff,10
pos,spacious room,10
pos,great location,10
pos,nice food,10
pos,beach stay,10
pos,middle gem,9
pos,fantastic experience,9
neg,noisey,6
neg,con unit switch noise sleep,6
neg,room morning wake yr,6
neg,old daughter middle night day receptionist,6
neg,blonde hair middle,6
neg,lady grumpy,6
neg,racist location,6
neg,brussels,6
neg,drive km,6
neg,ramada,6
neg,car park hotel,6
pos,good fixture,6
pos,friendly heplful staff,10
pos,clean room,10
pos,great location,10
pos,beautiful famous sight,10
pos,central excellent location apartment,8
pos,clean bed,8
pos,phillipe,8
pos,staff,10
pos,position facility,10
neg,breakfast location,10
neg,fantastic manager helpful,10
neg,picture room,7
neg,equip aircon,7
pos,location peaceful romantic setting,7
neg,breakfast menu,6
pos,location opt breakfast,6
pos,location,7
pos,great staff,7
pos,friendly bed,7
neg,light instal bathroom,10
pos,philippe,10
pos,friendly apartment middle city,10
neg,diy,8
neg,kettle fridge coffee tea room,7
pos,comfortable bed,7
pos,extra pillow,7
neg,poor internet,6
neg,day house service,6
neg,tooth brush,6
neg,charge inspire,6
neg,free hotel,6
neg,direction car park website,8
neg,door toaster breakfast area food replenish,8
pos,great size comfy bed,8
pos,great selection beer,8
pos,knowledgeable interactive staff,8
pos,great coffee breakfast,8
pos,large selection choice,8
pos,location,10
neg,main entrance,9
neg,breakfast,9
pos,chateau,9
pos,impressive nice park,9
pos,location,10
pos,great food,8
pos,excellent staff,8
neg,drainage shower room block contact host,7
neg,able shower time,7
neg,hour water,7
neg,water overflow shower room,7
neg,shower session,7
pos,location,7
pos,good host,7
pos,useful information,7
pos,arrival check check process,7
pos,host,7
pos,check appreciative travel senior citizen,7
pos,small baby,7
pos,bathroom,6
neg,extra double bed,7
neg,superior room end room look,6
neg,standard look,6
pos,location,6
pos,good staff,6
pos,comfy bed,9
neg,good coffee facility tea,7
pos,great location,7
neg,dark step decoration,6
neg,dark weird car park,6
neg,long walk reception evening,6
neg,option visit drive,6
neg,suitable venue,6
pos,great breakfast,6
pos,great location,6
pos,lovely walk etc,6
neg,unpleasant staff rude,7
neg,travel car,7
neg,min check wifi password,7
neg,ramada,7
neg,old lady check,7
neg,hurry crowd,10
neg,menu freak,10
neg,ingredient order wine,10
pos,couple request room,10
pos,close amazing fact room,10
pos,internal door,10
pos,fun view room,10
pos,cathedral breakfast,10
pos,amazing staff reception kind,10
neg,sure lovely finish,9
pos,hotel fun relax,9
pos,comfortable clean room,9
pos,central situate bedroom apartment middle town,10
pos,clean beautiful view,10
pos,sure return,10
neg,tea coffee making facility room,8
neg,breakfast,8
neg,expensive person gorgeous chateaux,8
neg,interesting building,8
neg,bland characterless room,8
pos,fabulous location,8
pos,beautiful architecture,8
neg,metro,7
neg,train station,7
neg,close hotel,7
pos,reasonable price,7
neg,new building stay,7
neg,new hotel,7
neg,hot day,7
neg,towel hook basin room head walk,7
neg,big problem,7
neg,overwork person,7
neg,lady day,7
neg,sufficient training,7
neg,pressure manager,7
neg,guest complaint service terrace,7
neg,nice place,7
neg,hope good,7
neg,blame place,7
neg,lady management,7
pos,setting hotel park,7
pos,lovely peaceful room,7
pos,new building,7
neg,bit noisy,7
neg,comfortable temperature fan level switch night sleep record heat wave,7
neg,july,7
neg,great thin thick,7
pos,central ok staff helpful,7
pos,noisy airco unit,7
pos,clean nice host,10
pos,friendly kind,10
pos,close centre,10
pos,kortrijk,10
neg,charge use washer,9
pos,helpful kind host,8
pos,cleanliness room,10
pos,interior hotel yummy breakfast,10
neg,wooden floor,7
neg,bit noisy walk,7
pos,angelo,7
pos,friendly busy time stay,7
pos,room magic,8
neg,fridge kettle water bottle room,7
pos,location,7
pos,short walk centre,7
neg,blind bathroom,9
pos,friendly helpful staff,9
pos,quiet great pool,8
neg,beautiful line stylish,9
neg,bit noisy,9
neg,noise room,9
pos,excellent location,9
pos,quiet neighborhood step square,9
pos,maison antoine,9
pos,parc,9
pos,cinquantenaire leopold,9
pos,quarter,9
pos,loft plenty space,9
pos,large bathroom,9
pos,extra wc,9
pos,comfortable kitchen room plenty space window sunscreen night host helpful,9
pos,lot information atmosphere,9
pos,vibe belle epoque touch modernisation,10
pos,comfortable bed good shower location,9
pos,brussels,9
neg,picture hotel,5
neg,youth hostel,5
neg,train night notice,9
pos,lovely view garden host kind helpful,9
neg,room need space weird shower,7
neg,nice support,7
neg,time detail,7
neg,sound isolation house good,7
pos,beautiful plenty,7
pos,light common space size room good bed,7
pos,confortable wifi work,7
pos,location,7
pos,parc,7
pos,cinquantenaire leopold,7
pos,quarter,7
pos,exceptional staff,10
pos,facility superb sauna,9
pos,jacuzzi,9
pos,room host,9
pos,friendly helpful man,9
pos,english,9
pos,convenient lot recommendation,9
pos,sure comfortable park,9
pos,street house,9
pos,place bakery chocolate maker,9
pos,convenient location,9
pos,liege,9
